Name,Category,PostalCode,City,Province,Address,Latitude,Longitude
"…lectrium, Hydro-QuÈbec's Electricity Interpretation Centre",art or cultural centre,J3X 1Y2,sainte-julie,qc,"2001, rue michael-faraday",45.605873,-73.378437
Aanischaaukamikw Cree Cultural Institute,art or cultural centre,G0W 3C0,bougoumou,qc,205 opemiska meskino ouje-bougoumou quÈbec g0w 3c0 canada,49.9240065,-74.8206599
Aberdeen Cultural Centre,art or cultural centre,E1C 4X5,moncton,nb,130 botsford st,46.09320862,-64.77800739
Adelaide Hunter Hoodless Homestead,art or cultural centre,N0E 1N0,st-george,on,359 blue lake rd st. george ontario n0e 1n0 canada,43.2371236,-80.29698563
Africville Heritage Trust Society,art or cultural centre,B3K 2R9,halifax,ns,5795 africville rd halifax nova scotia b3k 2r9 canada,44.6738443,-63.61948353
Agnes Etherington Art Centre,art or cultural centre,K7L 3N6,kingston,on,queen's university 99 university ave kingston ontario k7l 3n6 canada,44.2262622,-76.49519031
Algonquin Culture & Heritage Centre,art or cultural centre,K0J 1X0,golden,on,1674 mishomis road golden lake ontario k0j 1x0 canada,43.25281421,-79.10324617
Ancient Echoes Interpretive Center,art or cultural centre,S0L 1L0,herschel,sk,330 west road po box 40 herschel saskatchewan s0l 1l0 canada,..,..
Angmarlik Visitor Center,art or cultural centre,X0A 0R0,pangnirtung,nu,po. 227 pangnirtung nunavut x0a 0r0 canada,66.1480197,-65.7172826
Arts & Cultural Centre,art or cultural centre,..,port moody,bc,2425 st johns street,49.27638531,-122.8571362
Arts Inter-Media Canada / Dance Collection Danse,art or cultural centre,M5B 1Y4,toronto,on,301-149 church street toronto ontario m5b 1y4 canada,43.66740135,-79.40192079
Aurora Cultural Centre,art or cultural centre,L4G 1G4,aurora,on,22 church st aurora ontario l4g 1g4 canada,43.9971577,-79.4652073
Banting Interpretation Centre,art or cultural centre,A0G 3J0,musgrave harbour,nl,p.o. box 159 musgrave harbour newfoundland & labrador a0g 3j0 canada,49.4257721,-53.96841778
BC Wildlife Park,art or cultural centre,V2C 6V1,kamloops,bc,9077 east dallas drive (18 km east of kamloops on transcanada highway) kamloops british columbia v2c 6v1 canada,50.6545626,-120.0766758
Big Droke Pre-Historic Cultures Foundation Inc.,art or cultural centre,A0K 1L0,bird cove,nl,84-92 michael's drive bird cove newfoundland & labrador a0k 1l0 canada,..,..
Black Cultural Centre For Nova Scotia,art or cultural centre,B2Z 1A8,dartmouth,ns,10 cherry brook road dartmouth nova scotia b2z 1a8 canada,44.70335555,-63.47109955
Botwood Heritage Centre,art or cultural centre,A0H 1E0,botwood,nl,botwood airbase botwood newfoundland & labrador a0h 1e0 canada,49.15181445,-55.34081284
Bovaird House,art or cultural centre,L6Z 2S7,brampton,on,563 bovaird dr e,43.71664495,-79.77496135
Brampton Fairgrounds,art or cultural centre,L7C 2J3,caledon,on,12942 heart lake rd,43.76777375,-79.82819222
Burin Heritage Tourism Association,art or cultural centre,A0E 1E0,burin,nl,seaview drive burin newfoundland & labrador a0e 1e0 canada,47.0324094,-55.1745269
Burlington Performing Arts Centre,art or cultural centre,..,burlington,on,440 locust st.,43.32423579,-79.79867349
Caetani Cultural Centre,art or cultural centre,V1T 4L4,vernon,bc,3401 pleasant valley road vernon british columbia v1t 4l4 canada,50.2711941,-119.2571802
Calgary Chinese Cultural Centre,art or cultural centre,..,calgary,ab,197 1 st sw,51.05130954,-114.0654814
Calgary Italian Cultural Centre,art or cultural centre,..,calgary,ab,416 1 av ne,51.0537463,-114.0531472
Canadian Centre For Architecture,art or cultural centre,H3H 2S6,montrÈal,qc,"1920, rue baile",45.491074,-73.578726
Canadian Centre For the Great War,art or cultural centre,H4E 1A8,montrÈal,qc,5524a st patrick suite 202 montrÈal quÈbec h4e 1a8 canada,45.4748791,-73.5694754
Cap De Bon-DÈsir Interpretation And Observation Centre - National Marine Conservation Area,art or cultural centre,G0T 1G0,les bergeronnes,qc,"13, chemin du cap-de-bon-dÈsir, route 138",48.276346,-69.476154
Cape Breton Centre For Heritage And Science,art or cultural centre,B1P 1J5,sydney,ns,225 george street sydney nova scotia b1p 1j5 canada,46.1421997,-60.19383694
Cape Sable Historical Society Centre,art or cultural centre,B0W 1E0,barrington,ns,2401 highway 3 old court house barrington nova scotia b0w 1e0 canada,..,..
Carrefour Mondial De L'AccordÈon,art or cultural centre,G5V 1C5,montmagny,qc,301 boulevard tachÈ est montmagny quÈbec g5v 1c5 canada,46.9918558,-70.5227459
Central Technical High School (Art Centre),art or cultural centre,M5S 2R5,toronto,on,725 bathurst st,43.6627127,-79.4098118
Centre Culturel De Pierrefonds,art or cultural centre,H8Z 1X7,montrÈal,qc,"13850, boulevard gouin ouest",45.4969306,-73.8497928
Centre Culturel De Verdun,art or cultural centre,H4H 1H6,montrÈal,qc,"5955, rue bannantyne",45.4482057,-73.5770269
Centre Culturel Franco Manitobain,art or cultural centre,R2H 0G7,saint-boniface,mb,340 boulevard provencher saint-boniface manitoba r2h 0g7 canada,49.89243665,-97.12215381
Centre Culturel Frontenac,art or cultural centre,..,kingston,on,711 dalton av,44.27102083,-76.52312726
Centre D'…tudes Acadiennes,art or cultural centre,E1A 3E9,moncton,nb,universitÈ de moncton moncton new brunswick e1a 3e9 canada,46.1055872,-64.78698903
Centre D'Accueil Et D'InterprÈtation -Parc National Du Canada De La Mauricie,art or cultural centre,G0X 2V0,saint jean des piles,qc,sortie 226 de l'autoroute 55 saint-jean-des-piles quÈbec g0x 2v0 canada,..,..
Centre D'Art De Kamouraska,art or cultural centre,G0L 1M0,kamouraska,qc,"111, avenue morel",47.562013,-69.871297
Centre D'Art Diane-Dufresne,art or cultural centre,J6A 0C2,repentigny,qc,"11, allÈe de la crÈation",45.738677,-73.448166
Centre D'Art Et D'Exposition De Saint-Georges,art or cultural centre,G5Y 4S9,saint-georges,qc,"centre culturel marie-fitzbach 250, 18e rue",46.116946,-70.674053
Centre D'Art La Chapelle,art or cultural centre,..,quÈbec city,qc,..,46.82445012,-71.26143818
Centre D'Art La Maison Mauger,art or cultural centre,..,quÈbec city,qc,..,46.85805994,-71.33666863
Centre D'Art Maison Hamel-Bruneau,art or cultural centre,..,quÈbec city,qc,..,46.76716529,-71.27318247
Centre D'Art Maison O'Neil,art or cultural centre,..,quebec city,qc,..,46.80701814,-71.30727321
Centre D'Art Maison Routhier,art or cultural centre,..,quÈbec,qc,..,46.76873364,-71.31976463
Centre D'Art Maison SanfaÁon-Paradis,art or cultural centre,..,quÈbec,qc,..,46.87967447,-71.24793493
Centre D'Art Moulin Des JÈsuites,art or cultural centre,..,quÈbec,qc,..,46.86256962,-71.26695464
Centre D'Art Palais Montcalm,art or cultural centre,..,quÈbec city,qc,..,46.81197326,-71.21331624
Centre D'Art Rotary,art or cultural centre,J9Z 1Y3,la sarre,qc,"195, rue principale",48.80707,-79.20539
Centre D'Art Villa Bagatelle,art or cultural centre,..,quÈbec city,qc,..,46.78844511,-71.24680339
Centre D'Arts Visuels De Saint-Hubert,art or cultural centre,J3Y 3L4,saint-hubert,qc,7450 boulevard cousineau saint-hubert quÈbec j3y 3l4 canada,45.4843958,-73.3943075
"Centre D'Exposition D'Amos, Maison De La Culture",art or cultural centre,J9T 1H3,amos,qc,"222, 1Ëre avenue est",48.57170649,-78.11053534
Centre D'Exposition De L'UniversitÈ De MontrÈal,art or cultural centre,H3T 1B9,montrÈal,qc,"2940, chemin de la cÙte-sainte-catherine pavillon de la facultÈ de l'amÈnagement universitÈ de montrÈal local 0056",45.504516,-73.621279
Centre D'Exposition De Rouyn-Noranda,art or cultural centre,J9X 4T5,Rouyn-Noranda,qc,"201, ave. dallaire, local 154",48.23702561,-79.02205649
Centre D'Exposition De Val-D'Or,art or cultural centre,J9P 3P3,val dor,qc,"600, 7e rue",48.09686,-77.790522
Centre D'Exposition De Val-David - La Maison Du Village,art or cultural centre,J0T 2N0,val david,qc,"2495, rue de l'Èglise",46.030046,-74.20731
Centre D'Exposition Du Centre Des Arts De Shawinigan (Autre Nom : Centre D'Exposition LÈo-Ayotte),art or cultural centre,G9N 8R8,shawinigan,qc,"2100, boulevard des hÍtres",46.55987946,-72.74664458
Centre D'Exposition Raymond-Lasnier - Maison De La Culture De Trois-RiviËres,art or cultural centre,G9A 5H3,trois riviËres ,qc,"1425, place de l'hÙtel-de-ville",46.343137,-72.542694
Centre D'Histoire De MontrÈal,art or cultural centre,..,montrÈal,qc,..,45.5010579,-73.55543717
Centre D'Histoire Sir-William-Price,art or cultural centre,G7X 7X8,jonquiËre,qc,"1994, rue price c.p. 2314",48.423818,-71.243742
Centre D'Initiation Au Patrimoine - La Grande Ferme,art or cultural centre,G0A 3X0,saint-joachim,qc,"800, chemin du cap-tourmente",47.0538,-70.818067
Centre D'InterprÈtation De L'Agriculture Et De La RuralitÈ,art or cultural centre,G8G 2C8,la croix,qc,"281, rue saint-louis",48.40538,-71.778875
Centre D'InterprÈtation De L'Ardoise,art or cultural centre,J0B 2H0,richmond,qc,"5, rue belmont",45.656669,-72.148894
Centre D'InterprÈtation De L'Eau,art or cultural centre,H7L 2R3,laval,qc,"12, rue hotte",45.616541,-73.786653
Centre D'InterprÈtation De La DÓme,art or cultural centre,G0J 2L0,sainte-flavie,qc,775 route de la mer sainte-flavie quÈbec g0j 2l0 canada,48.598219,-68.2590887
Centre D'InterprÈtation De La Foresterie,art or cultural centre,J9Z 2A1,la sarre,qc,"600, rue principale",48.793159,-79.205894
Centre D'InterprÈtation De La Nature Du Lac Boivin Inc.,art or cultural centre,J2H 0K6,granby,qc,700 rue drummond granby quÈbec j2h 0k6 canada,45.4013839,-72.7102515
Centre D'InterprÈtation De La RÈserve National De Faune Du Cap-Tourmente,art or cultural centre,G0A 3X0,saint joachim,qc,570 ch. du cap-tourmente rÈserve nationale de faune du cap-tourmente saint-joachim quÈbec g0a 3x0 canada,..,..
Centre D'InterprÈtation De Place-Royale,art or cultural centre,G1K 7A6,quÈbec,qc,27 rue notre-dame quÈbec quÈbec g1k 7a6 canada,46.81379655,-71.2060941
Centre D'InterprÈtation Des MammifËres Marins,art or cultural centre,G0T 2A0,tadoussac,qc,"108, rue de la cale-sËche",48.139151,-69.719229
Centre D'InterprÈtation Du Parc De L'Œle-Bonaventure-Et-Du Rocher-PercÈ,art or cultural centre,G0C 2L0,percÈ,qc,4 rue du quai percÈ quÈbec g0c 2l0 canada,..,..
Centre D'InterprÈtation Du Parc De La Falaise Et De La Chute Kabir Kouba,art or cultural centre,G2A 2K9,quÈbec,qc,15 boulevard des Ètudiants quÈbec quÈbec g2a 2k9 canada,..,..
Centre D'InterprÈtation Du Parc De La RiviËre-Des-Mille-Œles,art or cultural centre,H7L 1M7,laval,qc,345 boulevard sainte-rose laval quÈbec h7l 1m7 canada,45.607939,-73.7958814
Centre D'InterprÈtation Du Parc National Du Canada Forillon,art or cultural centre,G0C 1R0,cap des rosiers,qc,parc national forillon cap-des-rosiers quÈbec g0c 1r0 canada,..,..
Centre D'InterprÈtation Du Patrimoine De Plaisance,art or cultural centre,J0V 1S0,plaisance,qc,276 rue desjardins plaisance quÈbec j0v 1s0 canada,45.6073228,-75.111902
Centre D'InterprÈtation Du Patrimoine Religieux,art or cultural centre,G6G 0G7,thetford mines,qc,"30, rue st-alexandre",46.090941,-71.3001
Centre D'InterprÈtation Historique De Sainte-Foy,art or cultural centre,G1V 1W1,quÈbec,qc,"2825, chemin sainte-foy",46.778674,-71.303596
Centre D'InterprÈtation Le Ch‚teau Logue,art or cultural centre,J9E 2R8,maniwaki,qc,8 rue comeau maniwaki quÈbec j9e 2r8 canada,46.38351,-75.9662251
Centre De La Nature Du Mont Saint-Hilaire,art or cultural centre,J3G 4S6,mont-saint-hilaire,qc,422 chemin des moulins mont-saint-hilaire quÈbec j3g 4s6 canada,45.5358351,-73.1569191
Centre Des Arts Et De La Culture De Dieppe,art or cultural centre,E1A 0G3,dieppe,nb,331 acadie ave,46.09457186,-64.74826498
Centre For Art Tapes,art or cultural centre,B3K 2Z9,halifax,ns,2238 maitland street halifax nova scotia b3k 2z9 canada,44.6530886,-63.5840442
Centre For Creative Arts,art or cultural centre,..,grande prairie,ab,..,55.1718972,-118.7921518
Centre For Newfoundland Studies,art or cultural centre,A1B 3Y1,st john's,nl,memorial university st. john's newfoundland & labrador a1b 3y1 canada,47.5765475,-52.7318221
Centre Socioculturel GÈrard-Ouellet,art or cultural centre,G0R 3G0,saint jean port joli,qc,7a place de l'Èglise saint-jean-port-joli quÈbec g0r 3g0 canada,..,..
Chapelle Des Cuthbert De Berthier,art or cultural centre,J0K 1A0,berthierville,qc,461 de bienville berthierville quÈbec j0k 1a0 canada,46.0904495,-73.17589415
Chinese Cultural Centre Cuisine,art or cultural centre,..,calgary,ab,#88 197 1 st sw,51.05130954,-114.0654814
Corner Brook Arts And Culture Centre,art or cultural centre,..,..,nl,..,48.9422631,-57.93715735
Creative Spirit Art Centre,art or cultural centre,M6H 2X7,toronto,on,999 dovercourt rd,43.66762241,-79.43166533
Croatian Canadian Cultural Centre Calgary,art or cultural centre,..,calgary,ab,3010 12 st ne,51.07907852,-114.0248715
Cronquist House Multicultural Centre,art or cultural centre,T4N 5E8,red deer,ab,bower ponds great chief park red deer alberta t4n 5e8 canada,..,..
Curve Lake First Nation Cultural Centre,art or cultural centre,K0L 1R0,curve,on,1024 mississauga street curve lake ontario k0l 1r0 canada,44.47107935,-78.36543905
Doig River First Nation Cultural Centre,art or cultural centre,V0C 2H0,rose prairie,bc,indian reserve 4356 rose prairie british columbia v0c 2h0 canada,..,..
Doukhobor Discovery Centre,art or cultural centre,V1N 4M5,castlegar,bc,112 heritage way castlegar british columbia v1n 4m5 canada,49.2984831,-117.6397589
Echo-Edson Cultural Heritage Organization,art or cultural centre,T7E 1K8,edson,ab,4818 -7 avenue edson alberta t7e 1k8 canada,53.5917941,-116.4130288
Edinburgh Square Heritage And Cultural Centre,art or cultural centre,N3W 2G6,caledonia,on,80 caithness street caledonia ontario n3w 2g6 canada,43.0744084,-79.9546576
Eldon House,art or cultural centre,N6A 2P6,london,on,481 ridout street north london ontario n6a 2p6 canada,42.98483115,-81.25545362
Eptek Art & Culture Centre,art or cultural centre,C1N 5Y8,summerside,pe,130 heather moyse drive summerside prince edward island c1n 5y8 canada,46.38986189,-63.7859489
Fleming Mill Interpretation Centre,art or cultural centre,H8R 2N8,lasalle,qc,"9675, boulevard lasalle",45.425788,-73.660182
Fondation De Saint-Denys-Garneau,art or cultural centre,G0A 3M0,ste catherine de la jacques cartier,qc,20 route st-denys-garneau ste-catherine-de-la-jacques-cartier quÈbec g0a 3m0 canada,46.8277601,-71.6554837
Framing And Art Centre,art or cultural centre,..,calgary,ab,1218 16 av nw,51.06730222,-114.0885082
Fraser River Discovery Centre,art or cultural centre,V3M 6Z6,new-westminster,bc,788 quayside drive new westminster british columbia v3m 6z6 canada,49.20049735,-122.9100439
French Shore Interpretation Centre,art or cultural centre,A0K 1Y0,conche,nl,106 martinique dr conche newfoundland & labrador a0k 1y0 canada,50.8900658,-55.8925904
Gander Arts And Culture Centre,art or cultural centre,..,..,nl,..,48.95829912,-54.61098215
Gitxsan Treaty Office,art or cultural centre,V0J 1Y0,hazelton,bc,1650 omineca street hazelton british columbia v0j 1y0 canada,55.2556965,-127.6740828
Goethe-Institut Inter Nationes,art or cultural centre,M5H 4C6,toronto,on,163 king street west toronto ontario m5h 4c6 canada,43.6474734,-79.3851355
Gordon Pinsent Centre For the Arts,art or cultural centre,..,..,nl,..,48.93780712,-55.66189252
Grand Coteau Heritage & Culture Centre,art or cultural centre,S0N 2M0,shaunavon,sk,440 centre street po box 966 shaunavon saskatchewan s0n 2m0 canada,49.6487925,-108.4093233
Grand Falls-Windsor Heritage Society,art or cultural centre,A2A 2J8,grand falls windsor,nl,po box 439 7 high st grand falls-windsor newfoundland & labrador a2a 2j8 canada,48.9279497,-55.6596963
Greenwood Centre For Living History,art or cultural centre,J0P 1H0,hudson,qc,254 main road hudson quÈbec j0p 1h0 canada,45.45199144,-74.11398454
Hart Centre Mall,art or cultural centre,..,prince george,bc,..,53.98872658,-122.790312
Hudson Bay And District Cultural Society,art or cultural centre,S0E 0Y0,hudson bay,sk,508 churchill street hudson bay saskatchewan s0e 0y0 canada,52.8611683,-102.3896132
Hycroft China -Clay Products Interpretive Centre,art or cultural centre,T1A 8S9,medicine hat,ab,703 wood st. s.e. medicine hat alberta t1a 8s9 canada,50.0301087,-110.6544492
Interpretation Canada,art or cultural centre,T4N 3M4,red deer,ab,c/o kerry wood nature centre 6300-45th avenue red deer alberta t4n 3m4 canada,..,..
Inuit Heritage Trust Inc.,art or cultural centre,X0A 0H0,iqaluit,nu,po box 2080 iqaluit nunavut x0a 0h0 canada,63.7577822,-68.5587568
Italian Cultural Centre Society,art or cultural centre,V5M 3E4,vancouver,bc,3075 slocan street vancouver british columbia v5m 3e4 canada,49.256735,-123.050468
Japanese Canadian Cultural Centre,art or cultural centre,M3C 1Z5,toronto,on,6 garamond crt,43.72597268,-79.33407036
Jasper Cultural & Historical Centre,art or cultural centre,S0N 1N0,maple creek,sk,po box 1504 311 jasper st maple creek saskatchewan s0n 1n0 canada,49.9034958,-109.4811376
Kerry Wood Nature Centre,art or cultural centre,T4N 3M4,red deer,ab,6300 -45 avenue red deer alberta t4n 3m4 canada,52.284791,-113.79635
Kootenay Park Visitor Centre,art or cultural centre,V1L 5P6,nelson,bc,19 km east of nelson on highway 3a nelson british columbia v1l 5p6 canada,..,..
"Korean Cultural Centre (Community Centre, Dance Studio)",art or cultural centre,M3C 2J6,toronto,on,1133 leslie st,43.72635803,-79.34850603
L'Association Communautaire Francophone De Saint-Jean,art or cultural centre,A1B 4P5,saint-jean,nl,65 chemin ridge saint-jean newfoundland & labrador a1b 4p5 canada,..,..
LÈgarÈ Mill And Exhibition Halls of the Maison De La Culture Et Du Patrimoine,art or cultural centre,J7R 2L8,saint-eustache,qc,"235, rue saint-eustache",45.558435,-73.895828
La Grange,art or cultural centre,..,moncton,nb,117 19 juin st,46.10603994,-64.77987085
Labrador Interpretation Centre,art or cultural centre,A0P 1M0,northwest river,nl,2 portage rd po box 99 northwest river newfoundland & labrador a0p 1m0 canada,53.5248315,-60.1435018
Labrador West Arts And Culture Centre,art or cultural centre,..,..,nl,..,52.94481953,-66.90910785
Lake Superior Provincial Park Visitor Centre,art or cultural centre,P0S 1K0,wawa,on,po box 267 wawa ontario p0s 1k0 canada,47.9929283,-84.7740199
Langage Plus,art or cultural centre,G8B 5W1,alma,qc,555 rue collard c.p. 518 alma quÈbec g8b 5w1 canada,48.54924752,-71.65091061
Latvian Canadian Cultural Centre,art or cultural centre,M4A 2N8,toronto,on,4 credit union dr,43.72544083,-79.3190132
Le Village Historique Acadien De La Nouvelle-…cosse,art or cultural centre,B0W 2C0,lower west pubnico,ns,91 old church road lower west pubnico nova scotia b0w 2c0 canada,43.6367659,-65.7927275
Legislative Assembly Visitors Centre,art or cultural centre,T5K 1E7,edmonton,ab,9820 -107 street edmonton alberta t5k 1e7 canada,53.5777222,-113.5055706
Lieux Historiques Des Soeurs Des Saints Noms De JÈsus Et De Marie/Centre Marie-Rose,art or cultural centre,J4H 1A9,longueuil,qc,80 rue saintt-charles est longueil quÈbec j4h 1a9 canada,45.5497955,-73.500174
Little White Schoolhouse The,art or cultural centre,B2N 1X5,truro,ns,20 arthur street truro nova scotia b2n 1x5 canada,45.36029383,-63.28867917
MÈtis Genealogical Centre of Canada,art or cultural centre,R3C 0B9,winnipeg,mb,suite 900 295 portage ave. winnipeg manitoba r3c 0b9 canada,49.8817415,-97.193665
Macedonian Cultural Centre,art or cultural centre,M4H 1C5,toronto,on,76 overlea blvd,43.7085498,-79.34111355
Maclaren Art Centre,art or cultural centre,..,barrie,on,37 mulcaster st,44.39011274,-79.68507796
Maison De La Culture Ahuntsic-Cartierville,art or cultural centre,H3L 2E5,montrÈal,qc,"10300, rue lajeunesse, 1er Ètage",45.5537471,-73.6639985
Maison De La Culture De CÙte-Des-Neiges,art or cultural centre,H3T 1Y2,montrÈal,qc,"5290, chemin de la cÙte-des-neiges",45.496062,-73.622118
Maison De La Culture De Longueuil,art or cultural centre,J4H 1E6,longueuil,qc,"300, rue saint-charles ouest",45.537163,-73.511197
Maison De La Culture De Notre-Dame-De-Gr‚ce,art or cultural centre,H4A 3G8,montrÈal,qc,"3755, rue botrel",45.47551,-73.614579
Maison De La Culture De Pointe-Aux-Trembles,art or cultural centre,H1A 1T9,montrÈal,qc,"14001, rue notre-dame est",45.668551,-73.49485
Maison De La Culture Du Plateau-Mont-Royal,art or cultural centre,H2J 1W3,montrÈal,qc,"465, avenue du mont-royal est",45.5248239,-73.5823694
Maison De La Culture Frontenac,art or cultural centre,H2K 1W7,montrÈal,qc,2550 rue ontario est,45.53285,-73.551818
Maison De La Culture Janine-Sutto,art or cultural centre,H2K 1W7,montrÈal,qc,"2550, rue ontario est",45.532915,-73.551698
Maison De La Culture Maisonneuve,art or cultural centre,H1V 1K1,montrÈal,qc,"4200, rue ontario est",45.5511289,-73.5406738
Maison De La Culture Marie-Uguay,art or cultural centre,H4E 3H6,montrÈal,qc,"6052, boulevard monk",45.457717,-73.595553
Maison De La Culture Mercier,art or cultural centre,H1L 2K9,montrÈal,qc,"8105, rue hochelaga",45.5954691,-73.5236215
Maison De La Culture Villeray-Saint-Michel-Parc-Extension - Salle De Diffusion Parc-Extension,art or cultural centre,H3N 1K2,montrÈal,qc,"421, rue saint-roch",45.5311737,-73.6284967
Maison Des Arts De Laval - Salle Alfred-Pellan,art or cultural centre,H7N 5W1,laval,qc,"1395, boulevard de la concorde ouest",45.558686,-73.716493
Maison Du Granit,art or cultural centre,G0Y 1C0,lac drolet,qc,301 route du morne lac-drolet quÈbec g0y 1c0 canada,45.7522328,-70.9209445
Maison Historique Pierre-Lacroix Inc.,art or cultural centre,G6E 2K9,sainte-marie,qc,552 rue notre-dame nord sainte-marie quÈbec g6e 2k9 canada,46.44292878,-71.03059526
Manitoba Indigenous Cultural Education Centre Inc.,art or cultural centre,R2W 3C9,winnipeg,mb,119 sutherland ave. winnipeg manitoba r2w 3c9 canada,49.905304,-97.1243689
Masaryk Memorial Institute Inc. - Czech And Slovak Cultural Centre,art or cultural centre,..,toronto,on,450 scarborough golf club rd,43.75380635,-79.21617033
Medicine Hat Interpretive Program,art or cultural centre,T1C 1S5,medicine hat,ab,1001 police point drive north east nature centre medicine hat alberta t1c 1s5 canada,..,..
Memorial University of Newfoundland Botanical Garden,art or cultural centre,A1C 5S7,st-john's,nl,306 mount scio road st. john's newfoundland & labrador a1c 5s7 canada,47.5809068,-52.7399777
Mi'Kmaq Association For Cultural Studies,art or cultural centre,B1S 2P5,membertou,ns,47 maillard street membertou nova scotia b1s 2p5 canada,46.119957,-60.19252
Morrin Centre -Literary And Historical Society of QuÈbec,art or cultural centre,G1R 4H3,quebec city,qc,44 chaussÈe des Ècossais quÈbec city quÈbec g1r 4h3 canada,46.8127657,-71.2105332
Mount Royal Conservatory,art or cultural centre,T3E 6K6,calgary,ab,4825 mount royal gate sw calgary alberta t3e 6k6 canada,51.0087911,-114.1200196
Msbca Cultural Centre,art or cultural centre,..,calgary,ab,#301 114 3 av sw,51.05061031,-114.0635162
Nanaimo Chinese Language & Art Centre,art or cultural centre,..,nanaimo,bc,..,49.2336533,-124.0059425
National Arts Centre,art or cultural centre,K1P 5W1,ottawa,on,53 elgin ottawa ontario k1p 5w1 canada,45.42315095,-75.69332478
National Music Centre,art or cultural centre,T2G 1R1,calgary,ab,studio bell 850 4 street se calgary alberta t2g 1r1 canada,51.0445995,-114.0530584
New Brunswick Art Bank,art or cultural centre,E3B 5H1,fredericton,nb,po box 6000 fredericton new brunswick e3b 5h1 canada,45.966425,-66.645813
Newton Cultural Centre,art or cultural centre,..,surrey,bc,..,49.13323412,-122.8471016
Nikka Yuko Japanese Garden,art or cultural centre,T1J 3Z6,lethbridge,ab,henderson lake park corner of 9th avenue south and mayor magrath drive lethbridge alberta t1j 3z6 canada,..,..
Nk'Mip Desert & Cultural Centre,art or cultural centre,V0H 1V6,osoyoos,bc,1000 rancher creek road osoyoos british columbia v0h 1v6 canada,49.0415727,-119.434031
Noor Cultural Centre,art or cultural centre,M3C 1K1,toronto,on,123 wynford dr,43.72632845,-79.32909962
North Mount Pleasant Arts Centre,art or cultural centre,..,calgary,ab,523 27 av nw,51.07672742,-114.0727255
Nuyumbalees Cultural Centre,art or cultural centre,V0P 1N0,mudge,bc,po box 8 34 weway road cape mudge quathiaski cove british columbia v0p 1n0 canada,..,..
Oakville Centre For the Performing Arts,art or cultural centre,..,oakville,on,130 navy st,43.444297,-79.67167448
Observatoire Du CÈgep De Trois-RiviËres ¿ Champlain,art or cultural centre,G0X 1C0,champlain,qc,300 route sainte-marie champlain quÈbec g0x 1c0 canada,46.4646659,-72.3327551
Omamiwinini Pimadjwowin,art or cultural centre,K0J 1X0,pikwakanagan,on,1674 mishomis inamo pikwakanagan ontario k0j 1x0 canada,..,..
Open Space Arts Society,art or cultural centre,V8W 1E6,victoria,bc,510 fort street 2nd floor victoria british columbia v8w 1e6 canada,..,..
Pavillon Jeanne-De-Valois,art or cultural centre,..,moncton,nb,68 notre-dame-du-sacrÈ-coeur st,46.10771637,-64.79069311
Pavillon Saint-Arnaud,art or cultural centre,G9A 5L2,trois riviËres,qc,2900 mgr st-arnaud (parc pie xii) rond-point de la couronne trois-riviËres quÈbec g9a 5l2 canada,..,..
"Plein Sud, Centre D'Exposition En Art Actuel ¿ Longueuil",art or cultural centre,J4H 4A9,longueil,qc,"150, rue de gentilly est, local d-0626",45.53594252,-73.49394368
"Plein Sud, Centre D'Exposition Et D'Animation En Art Actuel ¿ Longueuil",art or cultural centre,J4H 4A9,longueuil,qc,"de gentilly est, local d-0626 150, longueuil, j4h4a9",..,..
Point Leamington Heritage Interpretation Centre,art or cultural centre,A0H 1Z0,leamington,nl,1a main street point leamington newfoundland & labrador a0h 1z0 canada,49.342836,-55.3964679
Point Pelee National Park Visitor Centre,art or cultural centre,N8H 3V4,leamington,on,1118 point pelee drive leamington ontario n8h 3v4 canada,41.9878952,-82.55016354
Pointe-Noire Interpretation And Observation Centre - National Marine Conservation Area,art or cultural centre,G0T 1A0,baie sainte-catherine,qc,"141, route 138",48.123075,-69.718058
Polish Canadian Cultural Centre,art or cultural centre,..,calgary,ab,3015 15 st ne,51.07942183,-114.0242498
Port Royal National Historic Site,art or cultural centre,B0S 1A0,annapolis royal,ns,53 historic lane annapolis royal nova scotia b0s 1a0 canada,44.73849911,-65.50161133
Province House National Historic Site,art or cultural centre,C1A 1J1,charlottetown,pe,165 richmond street charlottetown prince edward island c1a 1j1 canada,46.23499575,-63.12600594
Regent Park Arts & Cultural Centre,art or cultural centre,M5A 2B7,toronto,on,585 dundas st e,43.66008591,-79.36194152
Resource Centre For the Arts,art or cultural centre,A1C 3V2,st-john's,nl,3 victoria street st. john's newfoundland & labrador a1c 3v2 canada,47.5666394,-52.7071169
Rideau Hall,art or cultural centre,K1A 0A1,ottawa,on,1 sussex drive ottawa ontario k1a 0a1 canada,45.44435755,-75.68554508
Riverview Arts Centre,art or cultural centre,E1B 4H8,riverview,nb,400 whitepine rd,46.0567155,-64.80178959
Robert-Bourassa Generating Facility And Hydro-QuÈbec's Interpretation Centre,art or cultural centre,J0Y 2X0,radisson,qc,hydro-quÈbec complexe pierre-esprit radisson,53.795208,-77.440068
Rollin Art Centre,art or cultural centre,V9Y 2K5,port alberni,bc,3061 8th avenue port alberni british columbia v9y 2k5 canada,49.234076,-124.8002453
Ronathahon:Ni Cultural Centre,art or cultural centre,K6H 5R7,cornwall,on,1 ronathahon:ni lane cornwall ontario k6h 5r7 canada,45.0323342,-74.7254318
